id,week,team,points,talent,home,totalYards,rushingYards,netPassingYards,yardsPerPass,yardsPerRushAttempt,firstDowns,turnovers,defensiveTDs,sacks,kickReturnYards,kickReturnTDs
401121958,9,Arkansas State,38,447.87,1,364,206,158,5.6,3.9,21,0,0,4,85,0
401117867,3,SMU,47,565.15,1,639,390,249,13.1,7.0,23,3,0,5,63,0
401110796,3,Texas A&M,62,848.89,1,633,223,410,10.0,6.6,35,2,0,0,16,0
401110822,7,Texas A&M,28,848.89,1,389,125,264,6.3,4.5,24,1,0,2,14,0
401110865,14,Auburn,48,843.93,1,354,181,173,5.6,5.3,23,1,2,1,48,0
401110794,3,South Carolina,23,762.68,1,459,135,324,5.7,4.7,31,2,0,4,62,0
401110851,12,Mississippi State,7,732.68,1,270,188,82,3.9,5.1,11,1,0,1,1,0
401110835,9,Texas A&M,49,848.89,1,441,207,234,10.2,5.3,24,0,0,4,100,0
401110727,1,Louisiana,28,406.49,1,430,163,267,6.7,4.3,27,4,0,2,125,0
401110821,7,Tennessee,20,830.34,1,357,190,167,11.9,4.3,14,2,0,7,14,0
401110836,10,Arkansas,24,707.72,1,285,184,101,4.2,7.4,10,2,0,0,154,0
401110808,5,Auburn,56,843.93,1,578,217,361,15.0,4.8,25,3,0,4,21,0
401110841,10,Texas A&M,45,848.89,1,505,267,238,8.5,6.7,23,1,0,4,117,0
401114307,11,Old Dominion,23,374.74,1,371,82,289,9.6,2.6,21,2,0,3,28,0
401112074,2,Baylor,63,668.9,1,546,368,178,7.7,9.4,25,0,1,6,51,0
401114264,4,North Texas,45,457.24,1,501,290,211,8.1,6.6,25,0,0,6,0,0
401114278,6,UTEP,16,355.31,1,280,99,181,5.8,3.3,20,0,0,1,20,0
401114323,14,Louisiana Tech,41,501.25,1,499,168,331,9.5,4.4,24,2,1,1,109,0
401110853,12,Texas A&M,30,848.89,1,540,319,221,6.7,6.9,27,1,0,1,24,0
401110729,1,North Carolina,24,697.75,1,483,238,245,10.2,4.6,23,1,0,3,13,0
401110834,9,Tennessee,41,830.34,1,485,134,351,11.7,3.5,20,0,2,6,0,0
401110803,4,Missouri,34,642.83,1,421,194,227,6.9,3.6,26,2,1,8,0,0
401110817,7,Georgia,17,960.16,1,468,173,295,5.7,4.0,30,4,0,0,0,0
401119253,1,Central Michigan,38,416.63,1,529,244,285,7.7,5.2,31,3,0,0,38,0
401119273,6,Central Michigan,42,416.63,1,587,308,279,11.6,6.8,24,2,0,10,25,0
401110777,2,Kentucky,38,672.74,1,461,239,222,6.2,6.1,26,1,0,2,37,0
401112147,3,Illinois,31,661.73,1,464,167,297,8.0,4.2,24,2,0,1,0,0
401119256,1,Coastal Carolina,23,305.73,1,378,74,304,7.1,2.5,23,4,0,2,16,0
401119305,13,Northern Illinois,17,397.98,1,337,238,99,3.8,5.0,21,4,0,0,0,0
401119299,12,Akron,14,312.81,1,342,54,288,8.7,2.3,14,1,0,0,108,0
401119290,9,Toledo,37,451.43,1,504,366,138,7.7,6.4,23,2,0,0,77,0
401114343,7,Central Michigan,42,416.63,1,486,352,134,5.6,6.3,22,1,0,3,73,0
401110773,2,Alabama,62,984.96,1,603,318,285,8.6,9.9,23,0,0,3,19,0
401114340,4,New Mexico,55,401.9,1,598,243,355,12.7,4.8,27,1,2,4,36,0
401114346,14,Liberty,49,153.48,1,486,317,169,5.8,6.5,25,0,0,1,104,0
401114228,1,Washington State,58,556.27,1,618,111,507,10.3,5.6,28,0,0,3,0,0
401114344,9,Georgia Southern,41,411.8,1,406,403,3,0.8,7.2,17,3,4,2,0,0
401110847,11,Ole Miss,41,717.92,1,606,447,159,8.4,7.3,32,1,0,4,0,0
401112240,3,Nebraska,44,729.47,1,525,238,287,9.0,7.2,22,1,0,6,18,0
401119279,7,Ohio,36,337.17,1,438,178,260,7.9,5.2,24,0,0,2,157,0
401110811,5,Vanderbilt,24,605.06,1,373,184,189,6.8,7.1,16,0,0,3,20,0
401114224,2,Utah,35,620.35,1,407,193,214,11.3,5.2,19,0,0,4,37,0
401119284,8,Miami (OH),27,359.14,1,344,71,273,9.8,2.0,14,0,0,4,133,0
401119302,12,Toledo,28,451.43,1,508,208,300,7.9,5.5,24,2,0,0,42,0
401112229,1,Minnesota,28,621.36,1,308,132,176,9.8,3.1,17,1,2,1,0,0
401112231,3,Minnesota,35,621.36,1,382,93,289,9.3,1.9,22,2,0,1,11,0
401121960,10,Appalachian State,21,412.32,1,414,152,262,5.2,5.1,23,0,0,0,0,0
401121965,11,Troy,49,388.67,1,603,273,330,7.9,8.5,27,2,0,9,0,0
401121974,13,Arkansas State,38,447.87,1,445,91,354,14.8,2.8,21,1,1,6,148,1
401110725,1,LSU,55,906.17,1,472,122,350,9.0,3.7,22,0,0,2,0,0
401121948,6,South Alabama,17,381.38,1,247,53,194,12.9,2.2,4,1,0,2,32,0
401112233,7,Minnesota,34,621.36,1,450,322,128,9.8,6.6,21,0,0,8,32,0
401112239,2,Colorado,34,614.27,1,464,89,375,9.1,2.4,22,2,0,6,54,0
401112148,4,Illinois,38,661.73,1,299,221,78,3.3,5.8,14,1,0,4,158,0
401112210,13,Maryland,7,703.94,1,206,149,57,2.7,4.8,9,4,0,1,77,0
401112243,10,Purdue,31,607.4,1,449,145,304,7.4,4.0,24,2,0,1,80,0
401112207,9,Minnesota,52,621.36,1,498,321,177,8.0,5.9,30,1,1,4,33,0
401112221,14,Michigan State,19,688.74,1,430,88,342,8.1,2.4,23,2,0,4,39,0
401112205,6,Rutgers,7,587.28,1,314,151,163,6.5,3.2,11,2,0,4,175,0
401112209,11,Ohio State,73,973.56,1,705,383,322,8.5,6.8,39,1,0,7,80,0
401112203,3,Temple,20,489.03,1,427,150,277,7.5,3.8,21,3,0,4,44,0
401112206,7,Purdue,40,607.4,1,547,127,420,10.2,3.4,24,1,1,4,11,0
401112235,11,Minnesota,31,621.36,1,460,121,339,17.0,3.0,20,1,0,2,13,0
401112218,9,Michigan State,7,688.74,1,265,83,182,4.2,2.7,18,4,0,4,55,0
401112256,13,Ohio State,28,973.56,1,417,229,188,8.5,3.8,27,3,0,5,0,0
401112204,5,Maryland,0,703.94,1,128,60,68,2.8,1.8,10,3,0,0,54,0
401112195,7,Iowa,12,637.65,1,356,70,286,6.7,2.3,21,2,0,3,42,0
401112237,14,Minnesota,17,621.36,1,372,76,296,8.0,2.5,22,2,0,0,38,0
401117856,1,South Florida,0,559.66,1,157,26,131,4.0,1.1,9,3,0,3,68,0
401112254,9,Ohio State,38,973.56,1,431,264,167,7.6,5.3,24,0,0,5,0,0
401112151,8,Illinois,24,661.73,1,315,141,174,8.3,4.0,17,1,0,4,0,0
401112244,12,Nebraska,21,729.47,1,493,273,220,9.6,7.4,23,1,0,0,26,0
401117493,1,San José State,35,433.33,1,382,158,224,7.2,4.8,22,1,0,8,60,0
401114229,2,Washington State,59,556.27,1,594,113,481,11.5,7.5,25,1,0,1,19,0
401117519,6,San José State,32,433.33,1,464,52,412,10.6,1.5,19,1,0,0,10,0
401117536,10,Nevada,21,461.96,1,356,59,297,7.6,2.0,20,0,0,2,27,0
401114350,5,Liberty,17,153.48,1,466,160,306,8.5,5.2,19,1,0,2,45,0
401117526,8,Wyoming,23,397.9,1,345,259,86,5.7,4.7,21,0,0,2,0,0
401117545,12,Boise State,42,561.42,1,509,215,294,10.1,5.8,23,2,1,4,53,0
401114336,3,Notre Dame,66,843.29,1,591,157,434,16.1,4.1,25,0,1,0,64,0
401117535,10,San José State,42,433.33,1,497,59,438,8.4,2.6,27,0,0,3,83,0
401117215,8,BYU,28,560.78,1,342,121,221,8.5,3.5,16,0,0,4,48,0
401112431,1,Florida State,31,878.07,1,426,99,327,9.6,3.5,19,2,0,6,17,0
401117517,6,UNLV,13,462.72,1,331,69,262,4.8,2.2,22,1,0,1,12,0
401117554,14,Colorado State,24,518.83,1,379,90,289,7.2,4.5,20,2,0,2,65,0
401117549,13,Utah State,21,424.16,1,428,121,307,6.5,3.6,20,2,0,1,43,0
401114153,1,Arizona State,30,686.44,1,455,171,284,11.8,3.7,18,1,0,4.5,0,0
401119283,8,Ohio,45,337.17,1,571,229,342,12.2,5.0,31,0,0,2,25,0
401110787,3,Auburn,55,843.93,1,633,467,166,9.8,7.5,32,0,0,5,10,0
401119277,7,Akron,3,312.81,1,288,86,202,7.0,2.7,19,1,0,2,120,0
401112269,6,Wisconsin,48,675.8,1,520,348,172,8.6,6.3,29,1,0,18,28,0
401119297,11,Toledo,35,451.43,1,483,289,194,7.8,5.6,30,2,0,2,96,0
401119313,14,Eastern Michigan,26,317.49,1,509,123,386,10.4,3.7,23,2,0,2,25,0
401114154,2,Arizona State,19,686.44,1,395,91,304,11.3,2.3,15,1,0,3,0,0
401117510,4,Fresno State,34,482.79,1,471,145,326,7.8,3.7,30,2,0,3,37,0
401114155,4,Arizona State,31,686.44,1,453,108,345,8.8,3.9,21,1,0,0,56,0
401114187,8,Washington State,41,556.27,1,497,128,369,7.0,6.4,22,1,0,4,21,0
401114192,14,Utah,45,620.35,1,372,207,165,9.7,5.0,17,0,0,5,22,0
401114189,10,UCLA,31,741.4,1,426,200,226,8.1,4.3,24,1,0,4,0,0
401114186,7,Oregon,45,817.7,1,527,252,275,7.9,7.0,25,0,0,4,39,0
401114157,7,Arizona State,38,686.44,1,532,169,363,10.1,5.3,25,0,0,0,44,0
401114232,14,Washington,31,801.33,1,342,98,244,11.1,3.4,16,1,0,5,61,0
401114180,11,California,33,611.58,1,426,196,230,9.6,5.4,19,1,0,2,20,0
401114226,5,Utah,38,620.35,1,526,192,334,11.1,4.7,29,0,0,2,0,0
401114197,9,Oregon,37,817.7,1,528,306,222,7.4,6.5,25,0,1,2,87,0
401114230,3,Houston,24,597.62,1,367,239,128,5.3,6.1,22,2,0,2,15,0
401114160,11,Arizona State,26,686.44,1,339,47,292,6.6,2.2,18,3,0,1,192,0
401114219,3,BYU,30,560.78,1,430,131,299,8.8,3.3,21,0,0,2,17,0
401114188,9,Colorado,31,614.27,1,520,196,324,7.5,5.8,25,0,0,2,33,0
401114221,5,Washington,28,801.33,1,373,193,180,6.9,5.5,16,1,0,1,49,0
401114181,12,California,17,611.58,1,263,135,128,4.0,4.7,21,2,0,3,40,0
401114222,7,Notre Dame,30,843.29,1,473,308,165,5.2,6.4,25,0,0,8,48,0
401114162,13,Arizona State,31,686.44,1,535,127,408,12.4,3.1,22,0,0,2,0,0
401114196,8,Washington,31,801.33,1,414,125,289,9.6,3.7,20,0,0,0,42,0
401114195,4,Stanford,6,787.59,1,234,114,120,4.0,3.5,13,1,0,8,64,0
401110722,1,Auburn,27,843.93,1,383,206,177,5.5,4.8,21,2,0,3,20,0
401114198,10,USC,24,915.56,1,355,91,264,4.6,3.6,30,4,0,2,87,0
401114223,1,BYU,12,560.78,1,300,92,208,6.3,4.2,14,3,0,0,32,0
401114204,7,Oregon State,7,595.5,1,217,48,169,4.0,2.2,16,1,0,0,94,0
401114227,10,Washington,28,801.33,1,369,53,316,6.1,2.4,21,3,0,4,38,0
401114220,4,USC,30,915.56,1,381,13,368,11.5,0.6,16,2,0,4,135,0
401132973,15,Oregon,37,817.7,1,432,239,193,7.4,5.8,19,0,0,6,37,0
401114173,13,Arizona,7,570.07,1,196,61,135,5.0,2.4,11,0,0,1,70,0
401114235,4,BYU,19,560.78,1,356,79,277,6.6,2.9,21,3,0,0,48,0
401114191,13,Colorado,20,614.27,1,430,207,223,8.0,5.0,23,0,0,5,18,0
401114205,11,Oregon State,7,595.5,1,119,31,88,3.1,1.4,6,1,1,0,43,0
401114209,6,Stanford,23,787.59,1,482,189,293,9.5,4.4,24,0,0,4,35,0
401114168,7,Arizona,27,570.07,1,360,151,209,6.3,3.9,18,4,0,2,21,0
401114353,11,BYU,31,560.78,1,471,165,306,9.0,4.6,23,2,0,1,0,0
401112266,9,Rutgers,44,587.28,1,463,271,192,9.1,4.9,25,0,0,6,24,0
401114347,2,Louisiana,35,406.49,1,593,407,186,7.4,8.8,26,2,0,6,0,0
401112520,13,Virginia,55,580.28,1,499,227,272,8.0,5.2,25,0,0,3,130,0
401114352,10,UMass,21,358.88,1,240,106,134,5.0,2.9,10,0,0,0,94,0
401114342,6,New Mexico State,13,269.79,1,396,131,265,8.5,3.9,24,3,0,8,62,0
401114225,3,Utah,31,620.35,1,543,223,320,12.3,6.2,22,1,0,4,6,0
401114328,6,Army,33,265.19,1,363,193,170,7.1,4.4,21,1,1,2,59,0
401117888,8,Memphis,47,551.97,1,470,112,358,11.9,3.3,19,0,0,2,125,0
401117905,12,Temple,29,489.03,1,402,105,297,6.8,4.0,22,1,0,3,54,0
401117890,9,Navy,41,335.4,1,453,385,68,7.6,6.9,21,1,1,8,0,0
401110774,2,Auburn,24,843.93,1,379,172,207,5.6,3.8,20,2,0,0,16,0
401117917,14,SMU,37,565.15,1,377,197,180,6.7,5.2,18,1,0,5,34,0
401112213,2,Michigan State,51,688.74,1,582,251,331,10.0,7.4,31,2,0,3,48,0
401119300,12,Ohio,34,337.17,1,441,216,225,7.8,6.2,24,1,0,0,120,0
401119311,14,Northern Illinois,17,397.98,1,250,157,93,7.8,3.3,9,2,0,2,0,0
401119275,6,Toledo,31,451.43,1,475,275,200,9.1,5.2,26,2,0,5,66,0
401112462,4,Syracuse,52,574.82,1,545,258,287,8.2,5.5,25,2,0,3,79,0
401119286,8,Eastern Michigan,34,317.49,1,547,140,407,9.9,3.7,27,0,0,0,21,0
401112214,3,Michigan State,7,688.74,1,404,113,291,7.5,3.2,23,1,0,8,19,0
401114161,12,Oregon State,35,595.5,1,393,105,288,8.2,2.7,26,1,0,4,114,0
401114156,5,California,17,611.58,1,245,105,140,5.4,2.8,13,1,0,2,69,0
401114158,8,Utah,21,620.35,1,342,151,191,8.0,3.5,20,4,0,3,0,0
401114159,9,UCLA,42,741.4,1,393,217,176,7.7,3.8,27,3,0,2,71,0
401112161,5,Michigan State,40,688.74,1,442,142,300,8.3,4.2,23,0,0,1,42,0
401112157,1,Ball State,24,327.92,1,398,100,298,7.3,2.5,26,1,0,0,35,0
401112164,9,Nebraska,31,729.47,1,514,220,294,12.8,4.4,26,2,0,4,40,0
401112163,8,Maryland,28,703.94,1,383,173,210,7.8,4.7,21,2,0,1,77,0
401112166,12,Penn State,34,857.34,1,372,193,179,7.8,4.3,21,1,0,2,60,0
401112168,14,Purdue,41,607.4,1,589,181,408,8.2,5.5,28,2,0,5,51,0
401112234,8,Rutgers,7,587.28,1,189,141,48,2.5,3.5,16,3,0,0,73,0
401112199,12,Iowa,23,637.65,1,290,117,173,7.5,3.8,18,0,0,6,25,0
401112232,5,Purdue,31,607.4,1,414,123,291,5.9,3.7,28,2,0,4,50,0
401112230,2,Fresno State,35,482.79,1,345,57,288,8.2,2.1,21,2,0,4,29,0
401112236,13,Northwestern,22,612.62,1,222,127,95,7.9,2.6,13,0,0,2,124,0
401112255,12,Rutgers,21,587.28,1,231,110,121,4.7,2.8,10,3,0,1,76,0
401112241,5,Nebraska,7,729.47,1,231,184,47,2.8,4.7,15,3,0,3,51,0
401112228,14,Michigan,27,853.4,1,396,91,305,7.1,3.5,21,2,0,1,80,0
401132983,15,Wisconsin,21,675.8,1,432,200,232,6.8,5.4,23,0,0,5,28,0
401112159,3,Indiana,10,603.81,1,257,42,215,6.0,1.4,15,1,0,2,113,0
401112248,8,Northwestern,3,612.62,1,199,157,42,2.0,3.3,14,2,0,2,18,0
401112220,13,Rutgers,0,587.28,1,140,83,57,2.9,3.1,7,2,0,2,108,0
401112216,6,Ohio State,34,973.56,1,529,323,206,8.2,6.6,22,2,0,4,0,0
401112219,12,Michigan,44,853.4,1,467,83,384,11.6,2.4,25,1,0,3,30,0
401112217,7,Wisconsin,38,675.8,1,402,222,180,8.6,4.8,22,0,2,4,38,0
401112215,4,Northwestern,10,612.62,1,265,139,126,3.4,3.2,17,3,0,2,22,0
401117866,3,South Florida,55,559.66,1,459,218,241,7.3,5.5,18,0,0,3,35,0
401117873,5,South Florida,21,559.66,1,342,54,288,7.2,1.6,22,2,0,0,105,0
401117897,10,Memphis,54,551.97,1,514,164,350,10.6,4.2,25,0,1,3,220,1
401117911,13,Navy,35,335.4,1,540,378,162,10.8,5.2,28,0,0,0,12,0
401117858,1,Arkansas State,30,447.87,1,414,90,324,6.5,3.8,25,3,0,1,121,0
401112131,4,TCU,38,691.63,1,424,236,188,5.2,5.6,23,3,0,2,74,0
401117889,9,Houston,31,597.62,1,510,103,407,11.6,2.6,22,3,0,2,10,0
401117214,7,South Florida,27,559.66,1,315,243,72,5.1,5.5,17,2,0,6,151,0
401110783,2,Tennessee,26,830.34,1,418,242,176,6.3,4.9,20,1,0,8,20,0
401117218,14,San Diego State,13,504.19,1,269,97,172,6.9,2.8,12,0,0,2,18,0
401114358,13,UMass,24,358.88,1,292,146,146,4.9,3.9,16,2,0,2,147,0
401117216,10,Utah State,14,424.16,1,521,127,394,8.0,3.8,26,5,0,0,49,0
401117213,5,Toledo,28,451.43,1,448,242,206,7.4,4.3,27,3,0,4,43,0
401117903,12,South Florida,17,559.66,1,438,171,267,9.9,3.6,18,1,0,4,11,0
401112252,2,Ohio State,42,973.56,1,508,270,238,8.8,5.9,31,0,0,5,25,0
401117913,14,Memphis,34,551.97,1,432,199,233,9.0,5.2,20,1,1,5,126,1
401132976,15,Memphis,29,551.97,1,447,194,253,6.3,4.3,25,1,0,1,72,0
401114269,5,Marshall,14,489.63,1,256,125,131,4.4,4.3,14,0,0,2,104,0
401117896,10,East Carolina,43,468.23,1,638,103,535,10.3,2.9,35,1,0,1,73,0
401117879,7,Houston,23,597.62,1,424,190,234,7.8,5.1,16,5,0,2,107,0
401117909,13,South Florida,10,559.66,1,170,126,44,2.3,4.1,5,0,0,1,21,0
401117881,7,Temple,30,489.03,1,456,193,263,7.1,4.0,27,2,0,6,61,0
401117877,6,Louisiana Monroe,33,346.03,1,575,256,319,7.1,5.8,30,1,0,2,41,0
401117865,3,South Alabama,6,381.38,1,248,101,147,5.7,2.6,14,3,0,2,28,0
401117904,12,Houston,27,597.62,1,256,99,157,7.1,3.3,14,1,1,1,64,0
401117893,9,Tulsa,41,424.54,1,584,275,309,7.7,4.5,33,0,0,0,20,0
401112430,1,Wake Forest,38,563.24,1,579,178,401,8.5,3.1,30,1,0,1,46,0
401117530,9,Air Force,31,151.86,1,472,448,24,4.0,5.7,30,2,0,2,21,0
401117555,14,New Mexico,25,401.9,1,383,276,107,5.1,5.1,21,4,0,0,32,0
401110813,6,LSU,42,906.17,1,601,248,353,9.1,4.9,32,2,0,4,38,0
401117508,4,San Diego State,17,504.19,1,372,91,281,7.6,2.0,25,1,0,0,88,0
401117540,11,Fresno State,35,482.79,1,419,156,263,13.2,4.3,16,0,0,1,93,0
401112448,3,Wake Forest,24,563.24,1,436,222,214,8.2,4.6,21,1,0,6,23,0
401112524,14,NC State,10,668.85,1,289,132,157,5.2,5.1,16,4,0,3,35,0
401112507,12,Pittsburgh,34,637.95,1,498,139,359,8.8,3.8,27,0,0,5,36,0
401112489,8,Virginia Tech,43,696.39,1,490,254,236,11.2,4.2,23,2,0,5,21,0
401112475,6,Georgia Tech,22,629.1,1,321,150,171,7.1,5.2,14,2,0,1,110,0
401112464,4,Wake Forest,49,563.24,1,607,214,393,9.8,5.1,32,1,0,4,25,0
401112500,10,Wake Forest,44,563.24,1,418,123,295,7.0,2.7,27,0,0,2,15,0
401112468,5,Florida State,31,878.07,1,369,53,316,7.9,1.7,22,0,0,4,58,0
401112144,3,West Virginia,44,639.11,1,445,173,272,6.8,6.2,25,1,0,3,50,0
401112484,8,Boston College,45,564.95,1,532,429,103,6.9,7.2,23,0,1,2,75,0
401112513,13,Georgia Tech,28,629.1,1,395,266,129,8.6,6.2,19,2,0,0,82,0
401112515,13,Wake Forest,39,563.24,1,618,334,284,11.4,5.1,26,0,0,5,52,0
401110720,1,Alabama,42,984.96,1,512,145,367,10.2,3.5,30,1,0,1,22,0
401112491,9,North Carolina,20,697.75,1,432,205,227,8.7,4.6,22,3,0,10,38,0
401112486,8,Virginia,48,580.28,1,307,154,153,5.5,3.8,17,2,2,2,138,1
401112465,5,Virginia Tech,10,696.39,1,259,139,120,6.0,3.2,14,2,0,0,97,0
401112450,3,Middle Tennessee,18,450.79,1,339,138,201,7.4,4.3,19,0,0,0,30,0
401112262,1,Nevada,34,461.96,1,404,109,295,5.7,4.4,19,0,0,1,24,0
401112260,6,Penn State,35,857.34,1,460,196,264,9.1,4.3,24,3,0,20,0,0
401112196,8,Iowa,26,637.65,1,362,102,260,7.9,3.1,19,1,0,1,20,0
401112263,13,Wisconsin,45,675.8,1,606,403,203,10.7,7.3,31,4,0,2,15,0
401112249,11,Northwestern,22,612.62,1,445,251,194,6.5,5.6,24,1,0,2,27,0
401117505,3,Nevada,19,461.96,1,453,153,300,6.7,3.6,25,3,0,1,24,0
401117496,1,San Diego State,6,504.19,1,238,130,108,3.6,3.0,14,1,0,1,0,0
401117515,5,Nevada,3,461.96,1,203,98,105,3.4,2.7,16,3,0,2,87,0
401114234,3,Washington,52,801.33,1,450,190,260,10.0,6.1,22,0,0,1,61,0
401117532,9,New Mexico,31,401.9,1,500,207,293,7.3,6.7,23,2,0,2,128,0
401117548,12,UNLV,7,462.72,1,235,117,118,5.4,4.3,13,2,0,0,19,0
401117521,7,Boise State,59,561.42,1,518,203,315,8.5,5.2,29,1,0,0,34,0
401132979,15,Boise State,31,561.42,1,364,144,220,7.1,3.9,20,1,0,3,0,0
401117558,14,Nevada,30,461.96,1,459,108,351,6.5,2.9,28,0,0,2,58,0
401117514,5,Wyoming,53,397.9,1,498,374,124,10.3,7.8,18,0,0,4,1,0
401110823,7,Vanderbilt,10,605.06,1,306,166,140,3.4,7.5,12,2,0,0,139,0
401117538,10,Colorado State,37,518.83,1,428,174,254,8.8,4.8,23,0,1,5,99,1
401117528,8,Fresno State,56,482.79,1,489,260,229,10.0,7.2,21,0,1,0,81,0
401112246,3,Northwestern,30,612.62,1,441,276,165,6.6,5.5,26,1,0,5,22,0
401114184,1,Colorado,52,614.27,1,475,243,232,11.6,6.1,23,0,1,2,32,0
401110786,3,Arkansas,55,707.72,1,520,215,305,8.7,6.1,23,1,2,6,36,0
401117522,7,New Mexico,21,401.9,1,345,256,89,5.2,5.2,22,3,0,4,0,0
401117550,13,Wyoming,17,397.9,1,273,192,81,5.4,3.8,19,0,0,1,0,0
401117513,5,Utah State,34,424.16,1,444,240,204,6.2,4.3,25,4,4,2,100,1
401117531,9,Fresno State,31,482.79,1,388,188,200,5.4,6.3,17,2,0,2,124,0
401112122,1,Oregon State,36,595.5,1,448,167,281,5.7,4.5,26,0,0,1,132,0
401112091,9,Iowa State,27,597.15,1,468,86,382,6.1,3.4,30,3,0,0,68,0
401112128,13,West Virginia,13,639.11,1,333,26,307,8.1,1.2,18,0,0,3,46,0
401112126,6,Texas Tech,45,577.21,1,586,162,424,9.6,4.6,29,0,0,14,27,0
401112125,4,Texas,36,877.91,1,498,217,281,10.0,5.0,26,3,0,2,45,0
401112124,3,Tulsa,21,424.54,1,396,158,238,6.8,3.0,22,0,0,0,59,0
401114201,3,Oregon State,45,595.5,1,549,258,291,10.8,7.8,27,1,0,6,92,0
401110789,3,Kentucky,21,672.74,1,407,140,267,7.6,3.4,26,4,0,2,18,0
401110819,7,LSU,42,906.17,1,511,218,293,12.2,9.1,22,0,0,2,20,0
401110852,12,Missouri,6,642.83,1,256,52,204,5.2,1.8,15,1,0,4,30,0
401110829,8,South Carolina,27,762.68,1,387,217,170,4.9,5.0,16,1,0,4,86,0
401110818,7,Kentucky,24,672.74,1,418,330,88,7.3,6.1,21,1,0,3,48,0
401110831,9,Alabama,48,984.96,1,459,179,280,9.3,4.7,23,0,1,2,3,0
401110859,13,LSU,56,906.17,1,612,260,352,11.0,16.3,25,1,0,3,0,0
401110779,2,Ole Miss,31,717.92,1,483,237,246,10.3,4.5,23,2,0,6,25,0
401110832,9,Kentucky,29,672.74,1,360,297,63,7.9,6.2,15,2,0,8,0,0
401110864,14,Arkansas,14,707.72,1,242,165,77,2.5,5.3,16,0,0,3,47,0
401110728,1,Wyoming,37,397.9,1,389,297,92,5.8,7.1,16,0,1,4,0,0
401110830,8,Vanderbilt,21,605.06,1,315,150,165,8.7,3.6,16,1,0,3,19,0
401110845,11,Georgia,27,960.16,1,339,166,173,6.0,4.4,17,0,0,2,0,0
401121940,3,Louisiana,77,406.49,1,748,440,308,10.6,10.5,34,0,0,2,134,0
401121950,7,Louisiana,7,406.49,1,254,123,131,5.5,3.7,16,0,0,2,109,0
401112459,4,North Carolina,31,697.75,1,469,146,323,7.7,3.7,29,3,0,4,129,0
401121978,14,Troy,13,388.67,1,339,35,304,6.6,1.5,20,2,0,0,46,0
401110848,11,South Carolina,15,762.68,1,346,21,325,5.6,0.8,22,1,0,2,52,0
401121957,9,South Alabama,3,381.38,1,139,87,52,2.7,2.3,10,1,0,5,59,0
401121968,12,Georgia State,27,369.05,1,324,186,138,4.3,6.0,13,3,1,1,9,0
401121977,13,Louisiana,53,406.49,1,598,254,344,8.6,6.9,28,0,0,4,38,0
401121962,10,Coastal Carolina,36,305.73,1,476,191,285,6.3,4.9,27,1,0,4,22,0
401110815,6,Missouri,42,642.83,1,443,165,278,10.3,4.6,20,0,1,4,41,0
401119269,4,Akron,7,312.81,1,242,39,203,6.3,2.2,10,2,0,0,45,0
401121959,9,Georgia State,52,369.05,1,579,390,189,7.6,6.8,30,1,0,8,0,0
401121972,12,Texas State,27,348.47,1,416,153,263,6.0,5.7,21,4,0,1,99,0
401121982,14,Louisiana,31,406.49,1,522,252,270,11.7,6.0,20,0,0,2,53,0
401112440,2,Florida State,45,878.07,1,501,219,282,7.1,4.4,30,3,0,2,135,0
401112087,4,Iowa State,72,597.15,1,714,270,444,14.8,7.3,31,2,1,3,35,0
401121955,8,Appalachian State,52,412.32,1,572,302,270,8.4,5.8,27,2,0,1,0,0
401121970,12,Georgia Southern,51,411.8,1,325,245,80,8.0,4.7,19,0,2,2,55,1
401121951,7,Texas State,14,348.47,1,338,92,246,6.3,3.3,15,2,0,0,32,0
401110726,1,Memphis,15,551.97,1,364,192,172,5.5,3.8,22,1,0,3,51,0
401110806,5,Alabama,59,984.96,1,573,155,418,11.3,5.2,28,1,2,2,57,0
401110837,10,Auburn,20,843.93,1,507,167,340,7.7,3.6,26,1,0,0,46,0
401110820,7,Missouri,38,642.83,1,562,233,329,9.4,5.4,30,2,0,0,21,0
401110863,14,Mississippi State,21,732.68,1,318,210,108,7.7,4.8,15,1,0,4,44,0
401117862,2,Memphis,55,551.97,1,575,177,398,14.2,4.2,23,1,2,4,50,0
401112096,1,Kansas,24,528.62,1,344,103,241,8.3,3.0,20,3,1,3,24,0
401112097,2,Kansas,7,528.62,1,280,173,107,5.6,4.7,17,2,0,3,37,0
401121943,5,Appalachian State,56,412.32,1,430,184,246,10.3,4.6,20,1,2,2,149,0
401121969,12,Arkansas State,28,447.87,1,376,71,305,8.7,3.2,15,5,1,2,110,0
401121975,13,Louisiana Monroe,45,346.03,1,563,217,346,10.5,6.0,27,1,0,2,87,0
401114355,4,UMass,28,358.88,1,329,109,220,6.1,2.9,20,1,0,1,297,0
401121956,8,Georgia Southern,30,411.8,1,360,299,61,7.6,4.6,22,1,0,2,25,0
401112099,4,Kansas,24,528.62,1,417,142,275,10.6,4.7,20,2,0,3,37,0
401112112,12,Kansas State,20,543.49,1,421,122,299,7.7,3.2,23,2,0,2,31,0
401112080,10,Baylor,17,668.9,1,453,176,277,10.7,3.1,26,3,0,1,12,0
401112134,14,TCU,17,691.63,1,297,153,144,3.9,4.5,16,2,1,2,46,0
401112119,8,Oklahoma,52,869.53,1,560,197,363,17.3,5.2,25,0,2,0,0,0
